label,text
normal,হ্যালো বন্ধু আজ ডিসকাউন্ট চলছে সর্দি কাশি হচ্ছে নতুন বই কিনেছি আজ ডিসকাউন্ট চলছে
normal,তোমার জন্য শুভকামনা চা বানাচ্ছি তুমি কি খাচ্ছো গেম খেলবো
normal,বাবা কেমন আছেন নদীর ধারে যাবো তুমি আমার প্রিয় বন্ধু আগামীকাল কি প্ল্যান
normal,রক্তচাপ মেপেছি ফল খুব পছন্দ করি ক্লাসে নতুন চ্যাপ্টার পড়ানো হয়েছে
normal,ডাক্তারের কাছে যেতে হবে তুমি কি কিছু কিনেছো আজ দিনটা সুন্দর কোন গান শুনছো তাড়াতাড়ি ফিরো
normal,লাইব্রেরিতে যাচ্ছি কোন গান শুনছো একটু কথা হবে বাসে যেতে হবে চল হাসপাতাল যাই
normal,শুভরাত্রি জ্বর এসেছে চলো কক্সবাজার যাই
normal,আজকের আবহাওয়া ভ্রমণের জন্য ভালো আজকের লেকচার ভালো ছিলো পরিবারের সবাই কেমন আছে চলো কক্সবাজার যাই
normal,আজকের আবহাওয়া ভ্রমণের জন্য ভালো আজ শরীরটা ভালো নেই শরীরের যত্ন নাও আজ ডিসকাউন্ট চলছে
normal,পরিবারের সবাই কেমন আছে জ্বর এসেছে আজ নতুন সিনেমা দেখবো
normal,কেমন আছেন আমার সাথে যোগাযোগ রেখো প্রজেক্ট সাবমিট করতে হবে
normal,লাইব্রেরিতে যাচ্ছি আজ থিয়েটারে যাবো আবার কথা হবে চল হাসপাতাল যাই তুমি কি কিছু কিনেছো
normal,গরম অনেক বেশি চা বানাচ্ছি আজ বিরিয়ানি খেয়েছি
normal,চলো কক্সবাজার যাই আজ রাতে কি খাবে সর্দি কাশি হচ্ছে কাল পরীক্ষা আছে সর্দি কাশি হচ্ছে
normal,চল পিজ্জা খাই আজ দাদুর জন্মদিন দুধ গরম করছি আগামীকাল কথা হবে ডাক্তারের কাছে যেতে হবে
normal,শুভ অপরাহ্ন আজকের আবহাওয়া ভ্রমণের জন্য ভালো বাসে যেতে হবে বাবা খবরের কাগজ পড়ছে
normal,গরম অনেক বেশি ফাস্ট ফুড খাওয়ার ইচ্ছে চা বানাচ্ছি
normal,আজকের লেকচার ভালো ছিলো তুমি কি করছো পাহাড়ে ঘুরতে চাই ভাই আজ স্কুলে গেছে অনলাইনে জিনিস অর্ডার করেছি
normal,কেমন আছো কাল পরীক্ষা আছে অফিসের কাজ শেষ করলাম
normal,কোন গান শুনছো আমার সাথে যোগাযোগ রেখো দিদির সাথে কথা হয়েছে
normal,আজকের আবহাওয়া ভ্রমণের জন্য ভালো চা বানাচ্ছি আজকের আবহাওয়া ভ্রমণের জন্য ভালো
normal,কেমন চলছে পরিবারের সবাই কেমন আছে চলো কক্সবাজার যাই
normal,তোমাকে মিস করছি আজ ওষুধ খেয়েছো ওয়েব সিরিজ শুরু করেছি আজকের হোমওয়ার্ক শেষ করেছি
normal,আজ নতুন সিনেমা দেখবো আজ ভাত আর মাছ খেয়েছি গান শুনে মন ভালো লাগছে
normal,অফিসের কাজ শেষ করলাম নদীর ধারে যাবো তুমি কি করছো আজ রাতে কি খাবে গান শুনে মন ভালো লাগছে
normal,আজ মিষ্টি খাওয়ার ইচ্ছে করছে দুধ গরম করছি সব ঠিক আছে তো প্রজেক্ট সাবমিট করতে হবে পরিবারের সবাই কেমন আছে
normal,আজ বিরিয়ানি খেয়েছি আমার মা আজ বাজারে গেছে ট্রেনে করে যাত্রা করবো
normal,আজ ওষুধ খেয়েছো আজ হালকা ব্যথা হচ্ছে সর্দি কাশি হচ্ছে আজ নতুন জামা কিনলাম
normal,শুভ সন্ধ্যা একটু কথা হবে লাইব্রেরিতে যাচ্ছি
normal,গরম অনেক বেশি শুভ সকাল সুপারশপে গিয়েছিলাম সব ঠিক আছে তো
normal,সব ঠিক আছে তো বাজারে ভিড় ছিলো কেমন আছো কাল পরীক্ষা আছে তোমার বোনের খবর কি
normal,শরীরের যত্ন নাও তুমি কি পড়াশোনা করছো গান শুনে মন ভালো লাগছে ট্রেনে করে যাত্রা করবো কফি খেতে যাই
normal,চলো আড্ডা দেই শুভ সকাল একটু কথা হবে কাজে ব্যস্ত আছি চল মুভি দেখি
normal,চল হাসপাতাল যাই বাজারে ভিড় ছিলো তুমি কি খাচ্ছো
normal,আজ হালকা ব্যথা হচ্ছে হ্যালো বন্ধু সবজি কিনে এনেছি
normal,আজ মিষ্টি খাওয়ার ইচ্ছে করছে অফিসের কাজ শেষ করলাম পরিবারের সবাই কেমন আছে
normal,হ্যালো গান শুনে মন ভালো লাগছে রাতের খাবার প্রস্তুত
normal,কোন গান শুনছো কেমন আছেন ট্রেনে করে যাত্রা করবো আজকের লেকচার ভালো ছিলো ফল খুব পছন্দ করি
normal,তোমার বোনের খবর কি চা বানাচ্ছি চল একটু হাঁটাহাঁটি করি দিদির সাথে কথা হয়েছে
normal,আমার সাথে যোগাযোগ রেখো গ্রামে বেড়াতে যাবো নদীর ধারে যাবো আজ নতুন সিনেমা দেখবো
normal,রক্তচাপ মেপেছি কেমন আছেন হ্যালো আজকের আবহাওয়া ভ্রমণের জন্য ভালো সবাইকে শুভেচ্ছা দিও
normal,রাতে চা খাবো তুমি কি খাচ্ছো সবাইকে শুভেচ্ছা দিও তাড়াতাড়ি ফিরো দুধ গরম করছি
normal,দাম খুব বেশি ছিলো বাবা খবরের কাগজ পড়ছে রাতের খাবার প্রস্তুত
normal,তোমাকে মিস করছি তুমি ঠিক আছো তো আজ রাতে কি খাবে তাড়াতাড়ি ফিরো
normal,রাতে সিনেমা দেখবো প্রজেক্ট সাবমিট করতে হবে নদীর ধারে যাবো অফিসের কাজ শেষ করলাম আগামীকাল কি প্ল্যান
normal,কাল পরীক্ষা আছে তাড়াতাড়ি ফিরো আগামী সপ্তাহে ঘুরতে যাবো বিমান ধরতে হবে
normal,তোমার জন্য অপেক্ষা করছি ভাল থেকো শরীরের যত্ন নাও চা বানাচ্ছি
normal,আগামী সপ্তাহে ঘুরতে যাবো তোমার বোনের খবর কি রাতে চা খাবো সবজি কিনে এনেছি
normal,তুমি ঠিক আছো তো আশা করি ভালো আছো চলো কক্সবাজার যাই আজকে বাইরে যাই
normal,তুমি ঠিক আছো তো রাতে চা খাবো সবাইকে শুভেচ্ছা দিও চল গান গাই শুভ অপরাহ্ন
normal,ওয়েব সিরিজ শুরু করেছি বাজারে ভিড় ছিলো নোটস তৈরি করছি আশা করি ভালো আছো হ্যালো বন্ধু
normal,রাতে সিনেমা দেখবো নাচের প্র্যাকটিস করছি সাবধানে থেকো
normal,আজ ওষুধ খেয়েছো আমার মা আজ বাজারে গেছে নোটস তৈরি করছি তুমি ঠিক আছো তো
normal,নদীর ধারে যাবো তুমি কি খাচ্ছো প্রজেক্ট সাবমিট করতে হবে
normal,চলো ঘুরতে যাই অনেকদিন পর কথা হলো গান শুনে মন ভালো লাগছে ফাস্ট ফুড খাওয়ার ইচ্ছে
normal,পরিবারের সবাই কেমন আছে সবাইকে শুভেচ্ছা দিও তুমি আমার প্রিয় বন্ধু গেম খেলবো নতুন মোবাইল কেনার কথা ভাবছি
normal,তোমার খবর কি আজ নতুন সিনেমা দেখবো চল গান গাই ফাস্ট ফুড খাওয়ার ইচ্ছে আজ দিনটা সুন্দর
normal,আজকের লেকচার ভালো ছিলো আগামীকাল কি প্ল্যান দাম খুব বেশি ছিলো তুমি কি করছো
normal,ক্লাসে নতুন চ্যাপ্টার পড়ানো হয়েছে কী খবর আবার কথা হবে
normal,নতুন মোবাইল কেনার কথা ভাবছি ওয়েব সিরিজ শুরু করেছি শুভ সন্ধ্যা
normal,চল হাসপাতাল যাই কাজে ব্যস্ত আছি আজকে বৃষ্টি হয়েছে রক্তচাপ মেপেছি
normal,অনলাইনে জিনিস অর্ডার করেছি সব ঠিক আছে তো আজ ওষুধ খেয়েছো
normal,তুমি কি কিছু কিনেছো আগামীকাল কথা হবে শুভরাত্রি
normal,রক্তচাপ মেপেছি আজকে বৃষ্টি হয়েছে জুতো কিনতে হবে
normal,ট্রেনে করে যাত্রা করবো কাজে ব্যস্ত আছি আজকের লেকচার ভালো ছিলো আগামীকাল কি প্ল্যান পাহাড়ে ঘুরতে চাই
normal,বাবা খবরের কাগজ পড়ছে সব ঠিক আছে তো চা বানাচ্ছি আমার সাথে যোগাযোগ রেখো ডাক্তারের কাছে যেতে হবে
normal,তুমি আমার প্রিয় বন্ধু তোমার বোনের খবর কি অফিসের কাজ শেষ করলাম
normal,আজ ভাত আর মাছ খেয়েছি শরীরের যত্ন নাও কাল পরীক্ষা আছে কী খবর
normal,যত্ন নিও চল গান গাই খবর কি লাইব্রেরিতে যাচ্ছি
normal,হ্যালো বন্ধুদের সাথে দেখা করবো পাহাড়ে ঘুরতে চাই গান শুনে মন ভালো লাগছে
normal,আজকে শরীরটা ভালো লাগছে না সবজি কিনে এনেছি টিভি সিরিয়াল দেখছি তুমি খুব ভালো বন্ধু
normal,আজকের হোমওয়ার্ক শেষ করেছি গরম অনেক বেশি তোমার মামা কেমন আছেন দাম খুব বেশি ছিলো রাতের খাবার প্রস্তুত
normal,শুভ সন্ধ্যা চল পিজ্জা খাই তোমার সাথে দেখা করতে চাই ফাস্ট ফুড খাওয়ার ইচ্ছে
normal,চলো আড্ডা দেই রাতে চা খাবো শুভরাত্রি ভাই আজ স্কুলে গেছে
normal,সুপারশপে গিয়েছিলাম সবাইকে শুভেচ্ছা দিও প্রজেক্ট সাবমিট করতে হবে
normal,আগামীকাল আড্ডার প্ল্যান আছে তুমি কেমন আছো রাতে চা খাবো আগামীকাল কি প্ল্যান আমার সাথে যোগাযোগ রেখো
normal,নতুন বই কিনেছি ফল খুব পছন্দ করি কাল পরীক্ষা আছে বিমান ধরতে হবে
normal,ভাই আজ স্কুলে গেছে চল মুভি দেখি ট্রেনে করে যাত্রা করবো তুমি আমার প্রিয় বন্ধু
normal,বাজারে ভিড় ছিলো আগামীকাল আড্ডার প্ল্যান আছে তোমার জন্য অপেক্ষা করছি সুপারশপে গিয়েছিলাম কাজে ব্যস্ত আছি
normal,আজকের আবহাওয়া ভ্রমণের জন্য ভালো আগামীকাল কথা হবে আজ ডিসকাউন্ট চলছে গেম খেলবো
normal,কোন গান শুনছো আগামীকাল কি প্ল্যান দুধ গরম করছি সাবধানে থেকো
normal,কী খবর কী খবর আজ ভাত আর মাছ খেয়েছি ক্লাসে নতুন চ্যাপ্টার পড়ানো হয়েছে
normal,দুধ গরম করছি গান শুনে মন ভালো লাগছে আগামী সপ্তাহে ঘুরতে যাবো আজ দিনটা সুন্দর কী খবর
normal,জ্বর এসেছে চা বানাচ্ছি গান শুনে মন ভালো লাগছে তুমি কি পড়াশোনা করছো
normal,শুভ অপরাহ্ন আজকের লেকচার ভালো ছিলো ক্লাসে নতুন চ্যাপ্টার পড়ানো হয়েছে দাম খুব বেশি ছিলো চল গান গাই
normal,লাইব্রেরিতে যাচ্ছি আজ বিরিয়ানি খেয়েছি আজ ভাত আর মাছ খেয়েছি
normal,শুভরাত্রি আজকের আবহাওয়া ভ্রমণের জন্য ভালো তোমার সাথে দেখা করতে চাই রক্তচাপ মেপেছি
normal,আজ দাদুর জন্মদিন কাজে ব্যস্ত আছি খবর কি ডাক্তারের কাছে যেতে হবে
normal,আজ নতুন জামা কিনলাম জ্বর এসেছে চল মুভি দেখি তুমি খুব ভালো বন্ধু
normal,আগামীকাল কথা হবে আশা করি ভালো আছো তোমার বোনের খবর কি
normal,চল পিজ্জা খাই আগামীকাল কথা হবে ট্রেনে করে যাত্রা করবো
normal,তাড়াতাড়ি ফিরো আশা করি ভালো আছো চলো কক্সবাজার যাই আজকে বাইরে যাই শরীরের যত্ন নাও
normal,আবার কথা হবে বাবা খবরের কাগজ পড়ছে কী খবর
normal,চল একটু হাঁটাহাঁটি করি মা কেমন আছেন খবর কি
normal,শুভরাত্রি আমাকে জানিও কাল পরীক্ষা আছে
normal,বাজারে ভিড় ছিলো একটু কথা হবে লাইব্রেরিতে যাচ্ছি
normal,বিমান ধরতে হবে তুমি কেমন আছো সাবধানে যেও অনলাইনে জিনিস অর্ডার করেছি আগামীকাল আড্ডার প্ল্যান আছে
normal,টিউশনে যাচ্ছি জ্বর এসেছে শুভ সন্ধ্যা
normal,কাজে ব্যস্ত আছি তোমার মামা কেমন আছেন আজ দাদুর জন্মদিন
normal,শুভ দিন মা কেমন আছেন শুভ সন্ধ্যা আজকের হোমওয়ার্ক শেষ করেছি সাবধানে থেকো
normal,তুমি কি খাচ্ছো আজকের হোমওয়ার্ক শেষ করেছি আগামীকাল কি প্ল্যান তুমি আমার প্রিয় বন্ধু
normal,পরিবারের সবাই কেমন আছে তাড়াতাড়ি ফিরো রাতে চা খাবো শুভ সকাল আজকের হোমওয়ার্ক শেষ করেছি
normal,জুতো কিনতে হবে সাবধানে যেও আজকে বৃষ্টি হয়েছে সর্দি কাশি হচ্ছে
normal,চলো কক্সবাজার যাই তুমি খুব ভালো বন্ধু আমাকে জানিও আমার মা আজ বাজারে গেছে ফাস্ট ফুড খাওয়ার ইচ্ছে
normal,আজকে শরীরটা ভালো লাগছে না বন্ধুদের সাথে দেখা করবো চলো ঘুরতে যাই নমস্কার রাতের খাবার প্রস্তুত
normal,অনেকদিন পর কথা হলো চলো আড্ডা দেই ট্রেনে করে যাত্রা করবো তোমার বোনের খবর কি পাহাড়ে ঘুরতে চাই
normal,জ্বর এসেছে বাজারে ভিড় ছিলো আজ দাদুর জন্মদিন আসসালামু আলাইকুম
normal,কোন গান শুনছো ভাই আজ স্কুলে গেছে ফাস্ট ফুড খাওয়ার ইচ্ছে তুমি কি করছো
normal,তোমার খবর কি আগামী সপ্তাহে ঘুরতে যাবো বাবা কেমন আছেন আশা করি ভালো আছো তোমার বোনের খবর কি
normal,আজকে গেম খেলবো বাসে যেতে হবে আমাকে জানিও আমার মা আজ বাজারে গেছে দাম খুব বেশি ছিলো
normal,দিদির সাথে কথা হয়েছে আজ দাদুর জন্মদিন আগামীকাল আড্ডার প্ল্যান আছে
normal,তুমি কি পড়াশোনা করছো প্রজেক্ট সাবমিট করতে হবে কাজে ব্যস্ত আছি
normal,টিভি সিরিয়াল দেখছি রাতে চা খাবো আজ ক্লাস আছে
normal,আগামী সপ্তাহে ঘুরতে যাবো অনেকদিন পর দেখা রাতে সিনেমা দেখবো আগামীকাল কথা হবে পরিবারের সবাই কেমন আছে
normal,সর্দি কাশি হচ্ছে কফি খেতে যাই আগামী সপ্তাহে ঘুরতে যাবো দিদির সাথে কথা হয়েছে
normal,কেমন চলছে সবজি কিনে এনেছি চল পিজ্জা খাই কেমন আছো আমাকে জানিও
normal,লাইব্রেরিতে যাচ্ছি আজ ভাত আর মাছ খেয়েছি শুভ সকাল
normal,আজ বিরিয়ানি খেয়েছি ফল খুব পছন্দ করি প্রজেক্ট সাবমিট করতে হবে শীঘ্রই দেখা হবে
normal,আজ হালকা ব্যথা হচ্ছে জুতো কিনতে হবে নমস্কার ফল খুব পছন্দ করি
normal,সবাইকে শুভেচ্ছা দিও পাহাড়ে ঘুরতে চাই টিভি সিরিয়াল দেখছি আজ থিয়েটারে যাবো
normal,শীঘ্রই দেখা হবে আমাকে জানিও সৈকতে মজা করবো
normal,আশা করি শিগগির দেখা হবে আজ ওষুধ খেয়েছো তোমার মামা কেমন আছেন
normal,বন্ধুদের সাথে দেখা করবো অনেকদিন পর কথা হলো টিউশনে যাচ্ছি
normal,নমস্কার রক্তচাপ মেপেছি আজ ওষুধ খেয়েছো তোমাকে মিস করছি তুমি আমার প্রিয় বন্ধু
normal,তোমার বোনের খবর কি রাতের খাবার প্রস্তুত তুমি কি করছো আমার সাথে যোগাযোগ রেখো লাইব্রেরিতে যাচ্ছি
normal,আশা করি ভালো আছো টিভি সিরিয়াল দেখছি কেমন আছো পরিবারের সবাই কেমন আছে
normal,কেমন আছো নতুন বই কিনেছি তুমি কি পড়াশোনা করছো চল মুভি দেখি
normal,রাতে চা খাবো কেমন চলছে আশা করি শিগগির দেখা হবে চল হাসপাতাল যাই চল গান গাই
normal,বাবা খবরের কাগজ পড়ছে শরীরের যত্ন নাও সবজি কিনে এনেছি
normal,ট্রেনে করে যাত্রা করবো তুমি কি করছো টিউশনে যাচ্ছি
normal,সবজি কিনে এনেছি কোন গান শুনছো সর্দি কাশি হচ্ছে
normal,গ্রামে বেড়াতে যাবো তোমার মামা কেমন আছেন তোমার বোনের খবর কি আজ রাতে কি খাবে আজ দাদুর জন্মদিন
normal,আজ বিরিয়ানি খেয়েছি আশা করি শিগগির দেখা হবে কোন গান শুনছো চল একটু হাঁটাহাঁটি করি আজ ডিসকাউন্ট চলছে
normal,আমার মা আজ বাজারে গেছে চা বানাচ্ছি টিভি সিরিয়াল দেখছি শরীরের যত্ন নাও
normal,বিমান ধরতে হবে কাজে ব্যস্ত আছি কোন গান শুনছো তোমার মামা কেমন আছেন আমার মা আজ বাজারে গেছে
normal,সৈকতে মজা করবো শীঘ্রই দেখা হবে আজ শরীরটা ভালো নেই
normal,হ্যালো বন্ধু তোমার খবর কি চলো আড্ডা দেই সবাইকে শুভেচ্ছা দিও
normal,জুতো কিনতে হবে টিভি সিরিয়াল দেখছি কী খবর আজ শরীরটা ভালো নেই
normal,জুতো কিনতে হবে ডাক্তারের কাছে যেতে হবে নাচের প্র্যাকটিস করছি তাড়াতাড়ি ফিরো আজ ওষুধ খেয়েছো
normal,বাবা কেমন আছেন একটু কথা হবে যত্ন নিও আমার মা আজ বাজারে গেছে
normal,তোমার বোনের খবর কি চলো কক্সবাজার যাই বিমান ধরতে হবে অনলাইনে জিনিস অর্ডার করেছি চল হাসপাতাল যাই
normal,আজকে বৃষ্টি হয়েছে চল গান গাই আগামী সপ্তাহে ঘুরতে যাবো বিমান ধরতে হবে
normal,পাহাড়ে ঘুরতে চাই সবজি কিনে এনেছি তুমি কেমন আছো
normal,তুমি ঠিক আছো তো আমার সাথে যোগাযোগ রেখো শুভ সকাল অনলাইনে জিনিস অর্ডার করেছি
normal,আজকের আবহাওয়া ভ্রমণের জন্য ভালো বিমান ধরতে হবে তুমি আমার প্রিয় বন্ধু আমার মা আজ বাজারে গেছে
normal,অনেকদিন পর দেখা বাসে যেতে হবে অনলাইনে জিনিস অর্ডার করেছি
normal,তোমাকে মিস করছি আজ ওষুধ খেয়েছো আমার মা আজ বাজারে গেছে
normal,মা কেমন আছেন গরম অনেক বেশি সর্দি কাশি হচ্ছে পাহাড়ে ঘুরতে চাই অফিসের কাজ শেষ করলাম
normal,তুমি খুব ভালো বন্ধু বন্ধুদের সাথে দেখা করবো চলো আড্ডা দেই আজ ডিসকাউন্ট চলছে
normal,প্রজেক্ট সাবমিট করতে হবে নতুন বই কিনেছি ক্লাসে নতুন চ্যাপ্টার পড়ানো হয়েছে আজ থিয়েটারে যাবো
normal,আজকে গেম খেলবো আজ ক্লাস আছে গ্রামে বেড়াতে যাবো রাতের খাবার প্রস্তুত
normal,ফাস্ট ফুড খাওয়ার ইচ্ছে আমার মা আজ বাজারে গেছে দাম খুব বেশি ছিলো
normal,চল গান গাই চল গান গাই আগামীকাল কি প্ল্যান ওয়েব সিরিজ শুরু করেছি
normal,তোমাকে মিস করছি তোমার মামা কেমন আছেন আজকে বৃষ্টি হয়েছে পাহাড়ে ঘুরতে চাই
normal,লাইব্রেরিতে যাচ্ছি রাতের খাবার প্রস্তুত নতুন মোবাইল কেনার কথা ভাবছি নতুন মোবাইল কেনার কথা ভাবছি সর্দি কাশি হচ্ছে
normal,প্রজেক্ট সাবমিট করতে হবে তুমি কি পড়াশোনা করছো তোমার বোনের খবর কি
normal,পাহাড়ে ঘুরতে চাই একটু কথা হবে আজ নতুন সিনেমা দেখবো সাবধানে যেও পাহাড়ে ঘুরতে চাই
normal,তাড়াতাড়ি ফিরো নোটস তৈরি করছি শুভ দিন
normal,লাইব্রেরিতে যাচ্ছি তুমি ঠিক আছো তো আমাকে জানিও নতুন বই কিনেছি
normal,শুভ সন্ধ্যা দিদির সাথে কথা হয়েছে আজ থিয়েটারে যাবো টিভি সিরিয়াল দেখছি তোমার বোনের খবর কি
normal,বাবা কেমন আছেন আশা করি শিগগির দেখা হবে আজ হালকা ব্যথা হচ্ছে বাবা কেমন আছেন চা বানাচ্ছি
normal,আজ ভাত আর মাছ খেয়েছি আমার মা আজ বাজারে গেছে তোমার মামা কেমন আছেন তোমার মামা কেমন আছেন
normal,বাবা কেমন আছেন আজ দাদুর জন্মদিন আজকে শরীরটা ভালো লাগছে না
normal,নোটস তৈরি করছি আজ থিয়েটারে যাবো দুধ গরম করছি তোমার মামা কেমন আছেন
normal,তুমি কি খাচ্ছো গেম খেলবো আজ নতুন সিনেমা দেখবো তুমি আমার প্রিয় বন্ধু আজ ডিসকাউন্ট চলছে
normal,পরিবারের সবাই কেমন আছে আবার কথা হবে পাহাড়ে ঘুরতে চাই ফল খুব পছন্দ করি
normal,ক্লাসে নতুন চ্যাপ্টার পড়ানো হয়েছে তোমাকে মিস করছি চল পিজ্জা খাই
normal,আজ রাতে কি খাবে কোন গান শুনছো তুমি আমার প্রিয় বন্ধু
normal,শরীরের যত্ন নাও চল গান গাই লাইব্রেরিতে যাচ্ছি
normal,ওয়েব সিরিজ শুরু করেছি আজ থিয়েটারে যাবো ফাস্ট ফুড খাওয়ার ইচ্ছে তুমি কেমন আছো
normal,হ্যালো বন্ধু সাবধানে থেকো ভাই আজ স্কুলে গেছে
normal,সাবধানে থেকো সুপারশপে গিয়েছিলাম শরীরের যত্ন নাও
normal,নদীর ধারে যাবো তুমি কি করছো অনেকদিন পর কথা হলো ডাক্তারের কাছে যেতে হবে
normal,রাতের খাবার প্রস্তুত তুমি খুব ভালো বন্ধু চল মুভি দেখি আজ মিষ্টি খাওয়ার ইচ্ছে করছে তোমার মামা কেমন আছেন
normal,বাসে যেতে হবে অনলাইনে জিনিস অর্ডার করেছি আজ বিরিয়ানি খেয়েছি
normal,চল একটু হাঁটাহাঁটি করি গেম খেলবো সুপারশপে গিয়েছিলাম গরম অনেক বেশি কী খবর
normal,ট্রেনে করে যাত্রা করবো ভাই আজ স্কুলে গেছে ফল খুব পছন্দ করি
normal,আজ থিয়েটারে যাবো তুমি কি কিছু কিনেছো আজ ওষুধ খেয়েছো
normal,মা কেমন আছেন তোমার বোনের খবর কি আজকে গেম খেলবো একটু কথা হবে সাবধানে যেও
normal,ক্লাসে নতুন চ্যাপ্টার পড়ানো হয়েছে আজ রাতে কি খাবে আজকে গেম খেলবো আজ বিরিয়ানি খেয়েছি হ্যালো
normal,নোটস তৈরি করছি শুভ অপরাহ্ন শরীরের যত্ন নাও ট্রেনে করে যাত্রা করবো নতুন মোবাইল কেনার কথা ভাবছি
normal,ফল খুব পছন্দ করি তুমি খুব ভালো বন্ধু সৈকতে মজা করবো চলো কক্সবাজার যাই
normal,ফল খুব পছন্দ করি গ্রামে বেড়াতে যাবো আগামীকাল কথা হবে
normal,আজকে বাইরে যাই প্রজেক্ট সাবমিট করতে হবে শুভরাত্রি মা কেমন আছেন
normal,আশা করি শিগগির দেখা হবে চলো কক্সবাজার যাই আবার কথা হবে সৈকতে মজা করবো সবজি কিনে এনেছি
normal,হ্যালো বন্ধু রাতের খাবার প্রস্তুত তোমার খবর কি চলো ঘুরতে যাই
normal,কোন গান শুনছো আজ ডিসকাউন্ট চলছে আজকের আবহাওয়া ভ্রমণের জন্য ভালো
normal,চা বানাচ্ছি কাল পরীক্ষা আছে পরিবারের সবাই কেমন আছে জ্বর এসেছে
normal,নতুন বই কিনেছি তোমার খবর কি কী খবর
normal,জ্বর এসেছে আজ শরীরটা ভালো নেই গ্রামে বেড়াতে যাবো জুতো কিনতে হবে আজকে গেম খেলবো
normal,আগামীকাল কি প্ল্যান আজকের লেকচার ভালো ছিলো আজ শরীরটা ভালো নেই
normal,দাম খুব বেশি ছিলো শুভ সন্ধ্যা টিভি সিরিয়াল দেখছি কোন গান শুনছো দুধ গরম করছি
normal,অনেকদিন পর দেখা আমার সাথে যোগাযোগ রেখো কেমন চলছে ফাস্ট ফুড খাওয়ার ইচ্ছে আগামীকাল কি প্ল্যান
